metadata_qid,question,metadata_question,metadata_gold_answer
5168,"{'question': 'who wrote the song cats in the cradle', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Harry Chapin: ""Cat\'s in the Cradle"" is a 1974 folk rock song by Harry Chapin from the album Verities & Balderdash. The single topped the US Billboard Hot 100 in December 1974. As Chapin\'s only number-one song, it became the best known of his work and a staple for folk rock music.\nQuestion: who wrote the song cats in the cradle\nAre follow up questions needed here: No.\nSo the final answer is: Harry Chapin'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Harry Chapin'}]], 'traces_entailments': None}",who wrote the song cats in the cradle,"['Harry Chapin', 'Sandra Chapin']"
3765,"{'question': 'what is it called when you dont like to hear someone chew', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Misophonia: Misophonia (or selective sound sensitivity syndrome, sound-rage) is a disorder of decreased tolerance to specific sounds or their associated stimuli, or cues.\nQuestion: what is it called when you dont like to hear someone chew\nAre follow up questions needed here: No.\nSo the final answer is: misophonia'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'misophonia'}]], 'traces_entailments': None}",what is it called when you dont like to hear someone chew,['misophonia']
8407,"{'question': 'badrinath is situated on which bank of river', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Badrinath: Geography. Badrinath has an average elevation of 3,100 metres (10,170 feet). It is in the Garhwal Himalayas, on the banks of the Alaknanda River.\nQuestion: badrinath is situated on which bank of river\nAre follow up questions needed here: No.\nSo the final answer is: banks of the Alaknanda River'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'banks of the Alaknanda River'}]], 'traces_entailments': None}",badrinath is situated on which bank of river,['Alaknanda River']
4738,"{'question': 'what kind of dog did they use in game of thrones', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Northern Inuit Dog: Northern Inuit dogs were used in the filming of the television series Game of Thrones to portray dire wolves. A Tamaskan dog played a wolf in a 2016 Broadway\nQuestion: what kind of dog did they use in game of thrones\nAre follow up questions needed here: No.\nSo the final answer is: Northern Inuit Dog'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Northern Inuit Dog'}]], 'traces_entailments': None}",what kind of dog did they use in game of thrones,['Northern Inuit dogs']
487,"{'question': 'when did unemployment benefit start in the uk', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Unemployment benefits: The Unemployment Insurance Act 1920 created the dole system of payments for unemployed workers in the United Kingdom.\nQuestion: when did unemployment benefit start in the uk\nAre follow up questions needed here: No.\nSo the final answer is: 1920'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1920'}]], 'traces_entailments': None}",when did unemployment benefit start in the uk,['1911']
1152,"{'question': 'what is the first pillar of islam called', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Shahada: First pillar: Shahada (Declaration of Faith) It is essential to utter it to become a Muslim and to convert to Islam. The first shahada promotes the essential unity of the faith, proclaiming that there is no god but God.\nQuestion: what is the first pillar of islam called\nAre follow up questions needed here: No.\nSo the final answer is: Shahada'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Shahada'}]], 'traces_entailments': None}",what is the first pillar of islam called,['shahādah']
1770,"{'question': 'how many nba players have scored 60 points in a game', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: List of National Basketball Association single-game scoring : Thirty-four players have scored 60 or more points in a game, while just eight players have joined the 70-point club.\nQuestion: how many nba players have scored 60 points in a game\nAre follow up questions needed here: No.\nSo the final answer is: 34'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '34'}]], 'traces_entailments': None}",how many nba players have scored 60 points in a game,['Twenty - five']
6564,"{'question': 'who invented the solar system model for atoms', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Rutherford model: But in actuality the Northern Irish physicist, Joseph Larmor, created the first solar system model of the atom in 1897. The Rutherford paper suggested that the central charge of an atom might be ""proportional"" to its atomic mass in hydrogen mass units u (roughly 1/2 of it, in Rutherford\'s model).\nQuestion: who invented the solar system model for atoms\nAre follow up questions needed here: No.\nSo the final answer is: Joseph Larmor'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Joseph Larmor'}]], 'traces_entailments': None}",who invented the solar system model for atoms,"['Ernest Rutherford', 'Niels Bohr']"
1768,"{'question': ""what is charlie 's medication for in gossip girl"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Ivy Dickens: Ivy Dickens (former alias: Charlotte ""Charlie"" Rhodes) is a fictional character who exclusively appears in the Gossip Girl television adaptation,\nQuestion: what is charlie \'s medication for in gossip girl\nAre follow up questions needed here: No.\nSo the final answer is: bipolar disorder'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'bipolar disorder'}]], 'traces_entailments': None}",what is charlie 's medication for in gossip girl,['bi-polar disorder']
4769,"{'question': 'when was the myers briggs type indicator developed', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: Myers–Briggs Type Indicator: The Briggs Myers Type Indicator Handbook, published in 1944, was re-published as ""Myers–Briggs Type Indicator"" in 1956. Myers\' work attracted the attention of Henry Chauncey, head of the Educational Testing Service, a private assessment-organization. Under these auspices, the first MBTI ""manual"" was published, in 1962.\nQuestion: when was the myers briggs type indicator developed\nAre follow up questions needed here: No.\nSo the final answer is: 1944'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1944'}]], 'traces_entailments': None}",when was the myers briggs type indicator developed,['during World War II']
6336,"{'question': 'when was advance australia fair declared the national anthem', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nContext1: 19 April 1984: ""Advance Australia Fair"", with modified lyrics and reduced to two verses (see development of lyrics), was adopted as the Australian national anthem by the Labor government of Bob Hawke, coming into effect on 19 April 1984.\nQuestion: when was advance australia fair declared the national anthem\nAre follow up questions needed here: No.\nSo the final answer is: 19 April 1984'], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '19 April 1984'}]], 'traces_entailments': None}",when was advance australia fair declared the national anthem,['1984']
1096,"{'question': 'who did jenny from call the midwife marry', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Jennifer Worth: [['Jennifer Worth RN RM'], ['Born', 'Jennifer Samantha Louise Lee25 September 1935 Clacton-on-Sea, Essex, England'], ['Died', '31 May 2011 (aged 75) England'], ['Occupation(s)', 'Nurse, musician, author'], ['Spouse', 'Philip Worth \\u200b ( m. 1963)\\u200b']]\nQuestion: who did jenny from call the midwife marry\nAre follow up questions needed here: No.\nSo the final answer is: Philip Worth""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Philip Worth'}]], 'traces_entailments': None}",who did jenny from call the midwife marry,['Philip Worth']
276,"{'question': 'how many nuclear missles does the us have', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: United States and weapons of mass destruction: [['United States of America'], ['Total tests', '1,054 detonations'], ['Peak stockpile', '32,040 warheads (1967)'], ['Current stockpile', '5,550 total (2021)'], ['Current strategic arsenal', '1,800 methods of delivery (including ICBMs, Bombers, and including MIRVed warheads on SLBMs) (2021)']]\nQuestion: how many nuclear missles does the us have\nAre follow up questions needed here: No.\nSo the final answer is: 1,800""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1,800'}]], 'traces_entailments': None}",how many nuclear missles does the us have,"['4,000']"
8,"{'question': 'who introduced the system of civil services in india', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nContext1: Civil Services of India: Hence, Charles Cornwallis is known as 'the Father of civil service in India'. Cornwallis introduced two divisions of the Indian Civil service—covenanted and uncovenanted. The covenanted civil service consisted of only Europeans (i.e., British personnel) occupying the higher posts in the government.\nQuestion: who introduced the system of civil services in india\nAre follow up questions needed here: No.\nSo the final answer is: Charles Cornwallis""], 'decompsition_steps': [[{'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Charles Cornwallis'}]], 'traces_entailments': None}",who introduced the system of civil services in india,['Charles Cornwallis']
